4.188;4.066;1.034;-1.748;0.008;2.314
4.223;4.031;1.047;-1.750;0.004;2.304
4.156;4.089;1.065;-1.754;0.002;2.322
4.098;4.144;1.142;-1.769;0.000;2.338
4.142;4.099;1.144;-1.769;-0.008;2.327
4.130;4.122;1.134;-1.767;0.004;2.330
4.168;4.079;1.160;-1.773;0.001;2.319
4.152;4.081;1.218;-1.784;-0.008;2.324
4.194;4.034;1.137;-1.768;-0.004;2.309
4.182;4.063;1.065;-1.754;0.007;2.314
4.221;4.034;1.061;-1.753;0.004;2.304
4.143;4.125;0.986;-1.738;0.005;2.328
4.159;4.108;0.990;-1.739;0.011;2.323
4.181;4.101;1.072;-1.754;-0.003;2.319
4.145;4.129;1.079;-1.756;-0.001;2.330
4.157;4.102;1.065;-1.754;0.005;2.324
4.258;4.010;1.095;-1.759;-0.005;2.298
4.264;4.007;1.078;-1.756;-0.002;2.296
4.224;4.033;1.113;-1.763;-0.009;2.306
4.141;4.122;1.011;-1.742;-0.001;2.329
4.068;4.214;1.070;-1.754;-0.001;2.353
4.130;4.132;1.108;-1.762;-0.008;2.334
4.187;4.055;1.082;-1.757;-0.004;2.314
4.116;4.129;1.151;-1.771;-0.003;2.334
4.115;4.177;1.126;-1.765;0.000;2.342
4.142;4.133;1.059;-1.752;0.009;2.330
4.117;4.142;1.071;-1.755;0.005;2.335
4.148;4.095;1.108;-1.762;-0.006;2.325
4.178;4.068;1.147;-1.770;-0.003;2.317
4.172;4.051;1.146;-1.770;-0.010;2.316
4.151;4.068;1.211;-1.783;-0.014;2.322
4.196;4.045;1.061;-1.753;0.010;2.310
4.064;4.175;1.118;-1.764;-0.001;2.348
4.158;4.084;1.088;-1.758;0.000;2.321
4.117;4.149;0.999;-1.740;0.003;2.337
4.117;4.149;0.999;-1.740;0.003;2.337
4.149;4.125;0.998;-1.740;0.010;2.328
4.096;4.183;1.048;-1.750;0.010;2.344
4.172;4.101;0.980;-1.736;-0.007;2.322
4.121;4.173;0.967;-1.733;-0.008;2.340
4.077;4.206;1.032;-1.747;0.001;2.350
4.070;4.206;0.971;-1.734;0.004;2.351
4.170;4.084;1.043;-1.749;0.001;2.320
4.098;4.162;1.071;-1.755;0.006;2.340
4.122;4.130;1.176;-1.776;-0.006;2.334
4.186;4.058;1.117;-1.764;-0.003;2.314
