0.02445;1.03843;-0.02478;-1.66352;0.01955;2.78813;-0.00004;1.00000;-0.00000;3.14141;-0.00006;-3.14142;
0.02445;1.03843;-0.02478;-1.66352;0.01955;2.78813;-0.00002;1.00004;-0.00001;3.14154;0.00003;-3.14148;
-0.02801;1.04619;-0.01130;-1.68687;0.01997;-0.17302;-0.00001;1.00004;-0.00002;3.14155;0.00004;-3.14150;
-0.02801;1.04619;-0.01130;-1.68687;0.01997;-0.17302;-0.00006;1.00010;-0.00012;3.14148;0.00004;-3.14152;
-0.02801;1.04619;-0.01130;-1.68687;0.01997;-0.17302;-0.00007;1.00010;-0.00014;3.14149;0.00002;-3.14150;
-0.02801;1.04619;-0.01130;-1.68687;0.01997;-0.17302;-0.00004;1.00014;-0.00015;3.14146;-0.00004;-3.14149;
-0.02801;1.04619;-0.01130;-1.68687;0.01997;-0.17302;0.00002;1.00017;-0.00013;3.14149;-0.00003;-3.14151;
-0.02801;1.04619;-0.01130;-1.68687;0.01997;-0.17302;0.00002;1.00017;-0.00013;3.14150;-0.00006;-3.14149;
0.00152;1.05178;-0.01931;-1.68652;0.01978;1.48224;0.00002;1.00017;-0.00014;3.14151;-0.00006;-3.14149;
0.00152;1.05178;-0.01931;-1.68652;0.01978;1.48224;0.00006;1.00014;-0.00003;3.14157;0.00001;-3.14145;
0.00152;1.05178;-0.01931;-1.68652;0.01978;1.48224;0.00006;1.00014;-0.00002;3.14154;-0.00001;-3.14144;
0.00152;1.05178;-0.01931;-1.68652;0.01978;1.48224;-0.00006;1.00003;-0.00004;3.14158;0.00004;-3.14143;
0.00152;1.05178;-0.01931;-1.68652;0.01978;1.48224;-0.00010;0.99992;-0.00001;-3.14157;0.00013;-3.14146;
0.00152;1.05178;-0.01931;-1.68652;0.01978;1.48224;-0.00010;0.99992;0.00000;-3.14156;0.00009;-3.14146;
0.00152;1.05178;-0.01931;-1.68652;0.01978;1.48224;-0.00005;1.00002;-0.00005;-3.14153;0.00003;-3.14148;
0.01616;1.05455;-0.02328;-1.68635;0.01968;2.30292;-0.00005;1.00002;-0.00006;-3.14155;0.00005;-3.14147;
0.01616;1.05455;-0.02328;-1.68635;0.01968;2.30292;-0.00004;0.99999;-0.00003;-3.14155;-0.00003;-3.14147;
0.01616;1.05455;-0.02328;-1.68635;0.01968;2.30292;-0.00002;1.00000;-0.00005;-3.14154;0.00001;-3.14152;
0.01616;1.05455;-0.02328;-1.68635;0.01968;2.30292;-0.00002;0.99999;-0.00005;-3.14156;-0.00002;-3.14153;
0.01616;1.05455;-0.02328;-1.68635;0.01968;2.30292;-0.00001;1.00004;-0.00007;-3.14149;0.00004;-3.14155;
0.01616;1.05455;-0.02328;-1.68635;0.01968;2.30292;0.00003;1.00015;-0.00006;-3.14145;0.00003;-3.14156;
