0.00422;2.33876;0.03652;-3.13905;-0.00016;3.14116;-0.14093;2.25011;-0.15027;-1.49126;0.02611;-3.02680;
0.00423;2.33883;0.03648;-3.13905;-0.00014;3.14118;-0.14093;2.25011;-0.15027;-1.49126;0.02611;-3.02680;
0.00426;2.33876;0.03647;-3.13915;-0.00018;3.14112;-0.14093;2.25011;-0.15027;-1.49126;0.02611;-3.02680;
0.00427;2.33877;0.03657;-3.13902;-0.00017;3.14120;-0.14093;2.25011;-0.15027;-1.49126;0.02611;-3.02680;
0.00429;2.33883;0.03655;-3.13901;-0.00014;3.14121;-0.14093;2.25011;-0.15027;-1.49126;0.02611;-3.02680;
0.00436;2.33880;0.03651;-3.13901;-0.00019;3.14119;-0.14093;2.25011;-0.15027;-1.49126;0.02611;-3.02680;
0.00439;2.33885;0.03647;-3.13900;-0.00016;3.14121;-0.14093;2.25011;-0.15027;-1.49126;0.02611;-3.02680;
0.00433;2.33883;0.03660;-3.13899;-0.00015;3.14122;-0.14093;2.25011;-0.15027;-1.49126;0.02611;-3.02680;
0.00435;2.33889;0.03660;-3.13897;-0.00014;3.14124;-0.14093;2.25011;-0.15027;-1.49126;0.02611;-3.02680;
0.00429;2.33882;0.03660;-3.13905;-0.00014;3.14122;-0.14093;2.25011;-0.15027;-1.49126;0.02611;-3.02680;
0.00430;2.33888;0.03660;-3.13904;-0.00007;3.14118;-0.14093;2.25011;-0.15027;-1.49126;0.02611;-3.02680;
0.00428;2.33886;0.03664;-3.13900;-0.00017;3.14114;-0.13637;2.24131;-0.05967;-1.53118;0.02851;-3.02980;
0.00422;2.33867;0.03666;-3.13905;-0.00015;3.14111;-0.13637;2.24131;-0.05967;-1.53118;0.02851;-3.02980;
0.00423;2.33873;0.03666;-3.13905;-0.00012;3.14111;-0.13637;2.24131;-0.05967;-1.53118;0.02851;-3.02980;
0.00431;2.33867;0.03660;-3.13906;-0.00024;3.14112;-0.13637;2.24131;-0.05967;-1.53118;0.02851;-3.02980;
0.00433;2.33871;0.03658;-3.13909;-0.00023;3.14109;-0.13637;2.24131;-0.05967;-1.53118;0.02851;-3.02980;
0.00437;2.33878;0.03669;-3.13911;-0.00022;3.14116;-0.13637;2.24131;-0.05967;-1.53118;0.02851;-3.02980;
0.00422;2.33852;0.03667;-3.13916;-0.00016;3.14109;-0.14093;2.25011;-0.15027;-1.49126;0.02611;-3.02680;
0.00424;2.33855;0.03665;-3.13913;-0.00014;3.14112;-0.14093;2.25011;-0.15027;-1.49126;0.02611;-3.02680;
0.00419;2.33852;0.03665;-3.13919;-0.00018;3.14112;-0.14093;2.25011;-0.15027;-1.49126;0.02611;-3.02680;
0.00420;2.33857;0.03663;-3.13922;-0.00015;3.14114;-0.14093;2.25011;-0.15027;-1.49126;0.02611;-3.02680;
0.00411;2.33834;0.03668;-3.13922;-0.00013;3.14109;-0.14093;2.25011;-0.15027;-1.49126;0.02611;-3.02680;
0.00391;2.33773;0.03682;-3.13922;-0.00013;3.14109;-0.14093;2.25011;-0.15027;-1.49126;0.02611;-3.02680;
0.00412;2.33821;0.03664;-3.13920;-0.00013;3.14109;-0.14093;2.25011;-0.15027;-1.49126;0.02611;-3.02680;
0.00407;2.33793;0.03676;-3.13917;-0.00011;3.14113;-0.13637;2.24165;-0.01518;-1.55092;0.03072;-3.03039;
0.00409;2.33795;0.03675;-3.13920;-0.00010;3.14110;-0.13637;2.24165;-0.01518;-1.55092;0.03072;-3.03039;
0.00404;2.33777;0.03679;-3.13916;-0.00012;3.14114;-0.13637;2.24165;-0.01518;-1.55092;0.03072;-3.03039;
0.00406;2.33779;0.03679;-3.13914;-0.00011;3.14112;-0.13637;2.24165;-0.01518;-1.55092;0.03072;-3.03039;
0.00391;2.33748;0.03685;-3.13913;-0.00001;3.14118;-0.13637;2.24165;-0.01518;-1.55092;0.03072;-3.03039;
0.00392;2.33749;0.03685;-3.13911;0.00000;3.14117;-0.14093;2.25011;-0.15027;-1.49126;0.02611;-3.02680;
0.00393;2.33739;0.03688;-3.13912;-0.00002;3.14124;-0.14093;2.25011;-0.15027;-1.49126;0.02611;-3.02680;
0.00394;2.33740;0.03687;-3.13907;-0.00000;3.14125;-0.14093;2.25011;-0.15027;-1.49126;0.02611;-3.02680;
0.00395;2.33754;0.03693;-3.13902;0.00003;3.14127;-0.14093;2.25011;-0.15027;-1.49126;0.02611;-3.02680;
0.00388;2.33751;0.03695;-3.13911;0.00006;3.14116;-0.14093;2.25011;-0.15027;-1.49126;0.02611;-3.02680;
0.00388;2.33753;0.03696;-3.13911;0.00009;3.14117;-0.14093;2.25011;-0.15027;-1.49126;0.02611;-3.02680;
0.00390;2.33773;0.03689;-3.13911;0.00009;3.14119;-0.14093;2.25011;-0.15027;-1.49126;0.02611;-3.02680;
0.00390;2.33774;0.03689;-3.13912;0.00010;3.14119;-0.14093;2.25011;-0.15027;-1.49126;0.02611;-3.02680;
0.00387;2.33771;0.03687;-3.13917;0.00005;3.14116;-0.14093;2.25011;-0.15027;-1.49126;0.02611;-3.02680;
0.00396;2.33776;0.03683;-3.13923;-0.00005;3.14116;-0.14093;2.25011;-0.15027;-1.49126;0.02611;-3.02680;
0.00394;2.33767;0.03687;-3.13918;0.00005;3.14120;-0.14093;2.25011;-0.15027;-1.49126;0.02611;-3.02680;
0.00395;2.33768;0.03688;-3.13918;0.00006;3.14122;-0.14093;2.25011;-0.15027;-1.49126;0.02611;-3.02680;
0.00397;2.33769;0.03688;-3.13918;0.00005;3.14122;-0.14093;2.25011;-0.15027;-1.49126;0.02611;-3.02680;
0.00391;2.33757;0.03685;-3.13921;0.00011;3.14121;-0.14093;2.25011;-0.15027;-1.49126;0.02611;-3.02680;
0.00393;2.33754;0.03685;-3.13916;0.00016;3.14121;-0.14093;2.25011;-0.15027;-1.49126;0.02611;-3.02680;
0.00395;2.33754;0.03684;-3.13915;0.00016;3.14126;-0.14093;2.25011;-0.15027;-1.49126;0.02611;-3.02680;
0.00394;2.33740;0.03688;-3.13917;0.00009;3.14122;-0.14093;2.25011;-0.15027;-1.49126;0.02611;-3.02680;
0.00396;2.33739;0.03687;-3.13921;0.00012;3.14125;-0.14093;2.25011;-0.15027;-1.49126;0.02611;-3.02680;
0.00395;2.33750;0.03690;-3.13918;0.00008;3.14129;-0.14093;2.25011;-0.15027;-1.49126;0.02611;-3.02680;
0.00396;2.33750;0.03690;-3.13914;0.00014;3.14126;-0.14093;2.25011;-0.15027;-1.49126;0.02611;-3.02680;
0.00393;2.33778;0.03685;-3.13913;0.00017;3.14130;-0.14093;2.25011;-0.15027;-1.49126;0.02611;-3.02680;
0.00392;2.33780;0.03685;-3.13914;0.00021;3.14128;-0.14093;2.25011;-0.15027;-1.49126;0.02611;-3.02680;
0.00390;2.33776;0.03680;-3.13915;0.00016;3.14124;-0.14093;2.25011;-0.15027;-1.49126;0.02611;-3.02680;
0.00395;2.33773;0.03681;-3.13918;0.00010;3.14124;-0.13637;2.24137;-0.05582;-1.53289;0.02870;-3.02985;
0.00396;2.33773;0.03682;-3.13918;0.00014;3.14125;-0.13637;2.24137;-0.05582;-1.53289;0.02870;-3.02985;
0.00399;2.33774;0.03685;-3.13921;0.00008;3.14122;-0.13637;2.24137;-0.05582;-1.53289;0.02870;-3.02985;
0.00400;2.33775;0.03687;-3.13919;0.00010;3.14126;-0.13637;2.24137;-0.05582;-1.53289;0.02870;-3.02985;
0.00393;2.33756;0.03693;-3.13923;0.00019;3.14110;-0.13637;2.24137;-0.05582;-1.53289;0.02870;-3.02985;
0.00393;2.33757;0.03695;-3.13923;0.00017;3.14111;-0.13637;2.24137;-0.05582;-1.53289;0.02870;-3.02985;
0.00394;2.33766;0.03696;-3.13918;0.00018;3.14117;-0.14093;2.25011;-0.15027;-1.49126;0.02611;-3.02680;
